tconst	directors	writers
tt9866148	nm4371943	nm10721054,nm4609068,nm4614038,nm0474875,nm3996936,nm2761502,nm6945450
tt9866150	nm4371943	nm10721054,nm4609068,nm4614038,nm0474875,nm3996936,nm2761502,nm6945450
tt9866152	nm4371943	nm10721054,nm4609068,nm4614038,nm0474875,nm3996936,nm2761502,nm6945450
tt9866154	nm4371943	nm10721054,nm4609068,nm4614038,nm0474875,nm3996936,nm2761502,nm6945450
tt9866156	nm4371943	nm10721054,nm4609068,nm4614038,nm0474875,nm3996936,nm2761502,nm6945450
tt9866158	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9866160	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9866162	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9866164	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9866166	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9866168	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9866170	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9866172	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9866174	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9866176	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9866178	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9866180	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9866182	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9866184	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9866188	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9866190	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9866194	\N	nm4609068,nm4614038,nm0474875,nm3996936,nm2761502,nm6945450
tt9866196	\N	nm4609068,nm4614038,nm0474875,nm3996936,nm2761502,nm6945450
tt9866198	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9866200	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9866202	nm2739941	nm2739941
tt9866204	nm1358366	nm1358366
tt9866206	\N	\N
tt9866208	nm3510519	nm3510519
tt9866210	nm4914808	nm4319361,nm9943615,nm10546634,nm10268218,nm10268219,nm10407118,nm10275139,nm4582713,nm8261773,nm10268220,nm2246715,nm11136207,nm4914808
tt9866212	nm0575932	nm1441436
tt9866214	nm10516460,nm6868158,nm10516459	nm10516458,nm9530180
tt9866216	\N	nm2310806,nm2299043,nm2143612
tt9866220	nm4978936	\N
tt9866222	nm5748883	\N
tt9866224	\N	\N
tt9866226	\N	\N
tt9866228	\N	\N
tt9866230	\N	\N
tt9866232	\N	\N
tt9866234	\N	\N
tt9866236	nm5748883	\N
tt9866238	\N	\N
tt9866240	\N	\N
tt9866242	\N	\N
tt9866244	\N	\N
tt9866246	\N	\N
tt9866248	nm4529114	\N
tt9866250	\N	\N
tt9866252	nm5718747	nm5718747
tt9866254	\N	\N
tt9866258	\N	\N
tt9866260	nm5748883	\N
tt9866262	\N	\N
tt9866264	nm10441306	nm0354525
tt9866266	nm10516532	\N
tt9866268	nm5748883	\N
tt9866270	nm4827215	nm3397651,nm15750768
tt9866272	\N	\N
tt9866274	\N	\N
tt9866276	nm5748883	\N
tt9866280	\N	\N
tt9866282	\N	\N
tt9866284	nm3570039	nm3570039
tt9866286	nm3298632	\N
tt9866288	nm9581316	\N
tt9866290	\N	\N
tt9866292	\N	\N
tt9866294	\N	\N
tt9866296	\N	\N
tt9866298	nm4529114	\N
tt9866300	\N	\N
tt9866302	nm0774239	\N
tt9866304	\N	\N
tt9866306	\N	\N
tt9866308	\N	\N
tt9866310	\N	\N
tt9866312	\N	\N
tt9866314	\N	\N
tt9866318	\N	\N
tt9866320	nm10516551	nm7293249,nm10516552
tt9866322	\N	\N
tt9866324	\N	\N
tt9866328	\N	\N
tt9866332	\N	nm0006752,nm0122875,nm0549359,nm0915961
tt9866334	\N	\N
tt9866336	nm3298632	\N
tt9866338	nm1318516	nm7329268
tt9866342	nm7653970	\N
tt9866344	nm6767387	nm6767387,nm3446914
tt9866346	nm4406708,nm10410979,nm5304684,nm6332890	\N
tt9866348	\N	\N
tt9866350	nm7653970	\N
tt9866352	\N	\N
tt9866356	nm4529114	\N
tt9866358	\N	\N
tt9866360	\N	\N
tt9866362	\N	\N
tt9866364	\N	\N
tt9866366	nm3298632	\N
tt9866368	\N	\N
tt9866370	nm0674439,nm1308216	nm4927122
tt9866372	\N	\N
tt9866374	nm3298632	\N
tt9866376	\N	\N
tt9866378	\N	\N
tt9866380	\N	nm7442348,nm7047668
tt9866382	\N	\N
tt9866384	\N	\N
tt9866386	nm3298632	\N
tt9866388	\N	\N
tt9866390	nm7653970,nm5863734	\N
tt9866392	nm5570026	nm10516608
tt9866394	nm10516612	nm10516612
tt9866396	nm1930056	\N
tt9866398	nm1930056	\N
tt9866400	\N	nm0808051
tt9866402	\N	\N
tt9866406	\N	\N
tt9866408	\N	\N
tt9866410	\N	\N
tt9866412	\N	\N
tt9866414	\N	\N
tt9866416	nm0382280	nm0382280
tt9866418	nm7653970,nm5863734	\N
tt9866420	\N	\N
tt9866422	\N	\N
tt9866426	\N	\N
tt9866430	nm4805760,nm10562424	nm10562425,nm10513872
tt9866432	\N	\N
tt9866436	nm7653970,nm5863734	\N
tt9866438	\N	\N
tt9866440	\N	nm5124979
tt9866442	\N	\N
tt9866444	nm3179882	nm3179882
tt9866446	\N	nm5741914
tt9866448	\N	\N
tt9866450	\N	\N
tt9866454	\N	\N
tt9866456	nm5654009	nm5654009
tt9866458	\N	\N
tt9866460	nm7653970,nm5863734	\N
tt9866462	\N	\N
tt9866464	\N	\N
tt9866466	\N	\N
tt9866468	\N	\N
tt9866470	\N	\N
tt9866472	\N	nm0811438
tt9866474	\N	\N
tt9866476	\N	nm5918816,nm0569503
tt9866478	\N	\N
tt9866480	\N	\N
tt9866484	nm3919302	nm3919302
tt9866486	\N	\N
tt9866488	\N	\N
tt9866490	\N	\N
tt9866492	\N	\N
tt9866494	nm1669506	nm3469397,nm3597252,nm8588843
tt9866496	nm1202148	\N
tt9866498	\N	\N
tt9866500	\N	nm5124979
tt9866502	\N	\N
tt9866504	\N	\N
tt9866506	nm7653970,nm5863734	\N
tt9866508	\N	\N
tt9866510	\N	\N
tt9866518	\N	\N
tt9866520	nm1202148	\N
tt9866522	\N	nm5124979
tt9866526	\N	\N
tt9866528	nm5716261	\N
tt9866530	nm0999515	\N
tt9866534	nm8032952	nm10458325
tt9866536	nm3262402	nm8887372,nm3262402
tt9866538	\N	\N
tt9866540	nm1202148	\N
tt9866542	nm7653970,nm5863734	\N
tt9866544	\N	nm2429688
tt9866546	\N	nm5124979
tt9866550	nm1202148	\N
tt9866552	nm8811660	nm8811660,nm4226347
tt9866554	\N	\N
tt9866558	nm8020507	\N
tt9866562	\N	\N
tt9866566	nm3247176	nm4363130
tt9866568	nm0913835	\N
tt9866570	nm7653970,nm5863734	\N
tt9866572	\N	\N
tt9866576	\N	nm5124979
tt9866578	nm10401602	nm10401602
tt9866582	nm4678197	\N
tt9866584	nm5604534	nm5604534
tt9866586	\N	nm5124979
tt9866590	nm1999473	\N
tt9866592	\N	nm7442348,nm7047668
tt9866598	\N	\N
tt9866602	nm5059442,nm4116465	nm2052987
tt9866604	nm7084513,nm8723998	nm7084513,nm8723998
tt9866606	nm1534694	nm4210678,nm1534694
tt9866610	\N	nm5124979
tt9866612	nm7892214	nm7892214
tt9866616	nm2945284	\N
tt9866618	\N	\N
tt9866620	nm2149740	\N
tt9866622	\N	nm0822983
tt9866634	nm4529114	\N
tt9866640	nm1078924	nm0262494
tt9866642	nm5004224	\N
tt9866646	\N	nm1776309,nm1131495,nm1074124
tt9866648	nm10516730	nm10516730
tt9866654	\N	nm5584488
tt9866658	\N	\N
tt9866660	nm1758031	nm1758031
tt9866662	\N	\N
tt9866670	\N	\N
tt9866674	nm4529114	\N
tt9866680	\N	\N
tt9866682	nm0030894	nm0030894
tt9866686	nm9080207	\N
tt9866690	\N	\N
tt9866694	nm10200855	nm10200856
tt9866696	\N	\N
tt9866698	\N	\N
tt9866700	nm3932585	\N
tt9866702	nm2898526	nm2898526
tt9866704	nm4529114	\N
tt9866706	\N	\N
tt9866708	nm5943474,nm4989042	\N
tt9866710	nm10516768	nm10516768
tt9866712	nm1069867	nm5619000,nm1069867
tt9866716	nm2043336,nm0279371,nm1341018,nm3367760	nm3454839,nm2452107,nm2807724
tt9866718	nm2043336,nm3367760,nm0279371,nm1341018	nm3454839,nm2452107,nm2807724
tt9866720	nm2043336,nm3367760,nm0279371,nm1341018	nm3454839,nm2452107,nm2807724
tt9866722	nm2043336,nm3367760,nm0279371,nm1341018	nm3454839,nm2452107,nm2807724
tt9866724	nm2043336,nm0279371,nm1341018,nm3367760	nm3454839,nm2452107,nm2807724
tt9866726	nm2043336,nm0279371,nm1341018,nm3367760	nm3454839,nm2452107,nm2807724
tt9866728	nm0782831	\N
tt9866730	nm2043336,nm3367760,nm0279371,nm1341018	nm3454839,nm2452107,nm2807724
tt9866732	nm2043336,nm3367760,nm0279371,nm1341018	nm3454839,nm2452107,nm2807724
tt9866734	\N	\N
tt9866736	nm5796019,nm3377587,nm1672058	nm4675982,nm7866462,nm1672058,nm5796019,nm3377587,nm6837232,nm12413560,nm4860360,nm6654582
tt9866738	nm9496878	nm9496878
tt9866740	nm5228201	\N
tt9866742	nm9662927	\N
tt9866744	nm2563022	nm2563022
tt9866746	nm0464678	nm0464678
tt9866748	\N	\N
tt9866750	nm0453778	\N
tt9866752	\N	\N
tt9866754	\N	\N
tt9866756	\N	\N
tt9866758	\N	\N
tt9866760	\N	\N
tt9866762	\N	\N
tt9866764	\N	\N
tt9866766	\N	\N
tt9866768	nm0462051	\N
tt9866770	nm4051121	\N
tt9866772	\N	\N
tt9866774	nm10516768	nm10516768
tt9866776	nm0514948	nm5457848
tt9866778	\N	\N
tt9866780	\N	\N
tt9866782	\N	\N
tt9866784	nm13902499	nm12010720,nm7764826,nm11059384
tt9866786	\N	\N
tt9866788	\N	\N
tt9866790	\N	\N
tt9866792	nm0157137	nm0157137
tt9866794	\N	\N
tt9866796	\N	\N
tt9866798	\N	\N
tt9866800	nm9656078	\N
tt9866802	\N	\N
tt9866804	\N	\N
tt9866806	\N	\N
tt9866808	\N	\N
tt9866810	nm7084513,nm8723998	nm7084513,nm8723998
tt9866812	\N	\N
tt9866816	\N	\N
tt9866818	\N	\N
tt9866820	\N	\N
tt9866822	nm4529114	\N
tt9866824	\N	\N
tt9866826	\N	\N
tt9866828	\N	\N
tt9866830	nm0166714	nm0713014
tt9866832	\N	\N
tt9866834	\N	\N
tt9866836	\N	\N
tt9866838	\N	\N
tt9866840	nm10516853	\N
tt9866842	\N	\N
tt9866844	\N	\N
tt9866846	\N	\N
tt9866848	\N	\N
tt9866850	\N	\N
tt9866852	nm3269905	nm3123134,nm3269905
tt9866854	\N	\N
tt9866856	\N	\N
tt9866858	\N	\N
tt9866860	\N	\N
tt9866862	\N	\N
tt9866864	\N	\N
tt9866868	\N	\N
tt9866870	nm2966398	nm2966398
tt9866872	nm10516862	\N
tt9866874	nm10516864	\N
tt9866876	nm4529114	\N
tt9866878	nm2898526	\N
tt9866880	nm10516869	\N
tt9866884	nm0718784	\N
tt9866886	\N	\N
tt9866888	\N	\N
tt9866890	nm10420555	\N
tt9866892	\N	\N
tt9866894	\N	\N
tt9866896	\N	\N
tt9866898	\N	\N
tt9866900	nm6880790	nm6880790
tt9866902	\N	\N
tt9866904	\N	\N
tt9866906	\N	\N
tt9866908	\N	\N
tt9866910	nm1836027	nm1836027
tt9866912	\N	\N
tt9866914	\N	\N
tt9866916	nm4306987	nm4306987
tt9866918	nm0618432	nm0718107,nm3648268,nm7420087,nm10407880,nm2103526,nm3498371,nm3197998
tt9866920	\N	\N
tt9866922	\N	\N
tt9866924	\N	\N
tt9866926	nm4529114	\N
tt9866928	\N	\N
tt9866930	\N	\N
tt9866932	\N	\N
tt9866934	nm2002689	nm0000184
tt9866936	\N	\N
tt9866938	nm10516891	\N
tt9866940	nm4698953	nm0914844,nm4942394,nm10154048,nm2282541,nm7096641,nm7124063
tt9866942	nm1860784	\N
tt9866944	nm4529114	\N
tt9866946	nm5094453	nm6319208,nm2793542,nm5094453
tt9866956	\N	\N
tt9866958	\N	\N
tt9866960	nm0286887	\N
tt9866962	nm5208210	nm8576038
tt9866964	\N	\N
tt9866966	nm0481783	nm10516900
tt9866968	nm5208210	nm8576038
tt9866970	\N	nm0007402,nm0447492
tt9866972	\N	nm10516901
tt9866974	\N	\N
tt9866976	\N	\N
tt9866980	nm10516907	nm10516907
tt9866982	nm6585346	nm6585346
tt9866984	\N	\N
tt9866986	nm2857339	nm2274387
tt9866988	nm6323952,nm10501259,nm2857339	nm2274387
tt9866990	nm6345545,nm2857339	nm2274387
tt9866992	\N	\N
tt9866994	nm4641722,nm2857339	nm2274387
tt9866996	nm2846631,nm2857339	nm1160330,nm2274387
tt9866998	nm10516928	nm10516928
tt9867000	nm3177844,nm2857339	nm2274387
tt9867002	nm6323952,nm10501259,nm2857339	nm1160330,nm2274387
tt9867004	nm6345545,nm2857339	nm2274387
tt9867006	nm2846631,nm2857339	nm2274387
tt9867008	nm2018391,nm2857339	nm1160330,nm2274387
tt9867010	nm3177844,nm2857339	nm2274387
tt9867012	nm2857339	nm2857339,nm2274387
tt9867014	\N	\N
tt9867016	\N	\N
tt9867018	\N	\N
tt9867020	nm8128391	nm8128396,nm10517221,nm5169884
tt9867022	\N	\N
tt9867026	\N	nm10468165
tt9867028	\N	\N
tt9867030	nm1129833	nm1129833,nm1119344
tt9867032	\N	\N
tt9867034	\N	\N
tt9867036	nm1035343	nm4627907
tt9867038	\N	\N
tt9867040	nm3359616	\N
tt9867042	\N	\N
tt9867044	nm2779901	nm2779901,nm0080235,nm2870301
tt9867046	nm4678834	nm9732028
tt9867048	\N	\N
tt9867050	\N	nm10468165
tt9867052	nm3359616	\N
tt9867054	\N	\N
tt9867056	\N	\N
tt9867058	\N	\N
tt9867060	\N	\N
tt9867064	nm7022520	nm7022520,nm8877893
tt9867066	nm9964523	nm9964523
tt9867068	nm8126395	\N
tt9867070	nm3189512	\N
tt9867072	nm9355747	nm9355747
tt9867074	\N	nm10468165
tt9867076	nm1650828	\N
tt9867078	\N	\N
tt9867080	\N	nm0990972
tt9867082	nm2354990	\N
tt9867084	\N	\N
tt9867086	\N	\N
tt9867090	nm3189512	\N
tt9867092	nm6162264	nm6162264
tt9867094	nm1272625	nm5458916
tt9867096	\N	\N
tt9867098	\N	\N
tt9867100	nm9240052	nm9240052
tt9867102	\N	nm10468165
tt9867104	\N	\N
tt9867106	\N	\N
tt9867108	nm0698489	\N
tt9867110	\N	\N
tt9867112	\N	\N
tt9867114	\N	\N
tt9867116	\N	nm0990972
tt9867120	\N	nm10468165
tt9867122	nm3189512	\N
tt9867124	nm9001372	nm10517015
tt9867126	\N	nm0990972
tt9867128	nm3189512	\N
tt9867130	nm0361580	nm0361580
tt9867132	\N	\N
tt9867134	\N	nm10468165
tt9867136	\N	\N
tt9867140	nm3189512	\N
tt9867142	\N	\N
tt9867146	nm10517018,nm10517017	nm10517018,nm10517019
tt9867150	\N	\N
tt9867154	nm0879322	nm1142998
tt9867156	nm6100941	\N
tt9867162	\N	\N
tt9867166	\N	\N
tt9867170	nm10517031	\N
tt9867172	\N	\N
tt9867174	\N	nm10468165
tt9867176	nm0098020	\N
tt9867178	\N	\N
tt9867180	nm2337207	nm5064908,nm9899740,nm6399252,nm4083993
tt9867182	\N	nm8780177
tt9867184	nm3189512	\N
tt9867186	\N	\N
tt9867188	nm10517018	nm10517047,nm10517018,nm10517048
tt9867190	nm6131606	\N
tt9867192	\N	\N
tt9867194	\N	\N
tt9867196	\N	nm10468165
tt9867198	nm0137520	nm0725984,nm0914844
tt9867200	nm4529114	\N
tt9867202	nm0698489	\N
tt9867204	nm0112653	nm4551844,nm0914844
tt9867206	nm0112653	nm3226773,nm0914844
tt9867208	nm4033199	\N
tt9867210	nm1503405	nm3226773,nm0914844
tt9867212	nm1503405	nm0725984,nm0914844,nm1416718
tt9867214	nm10478494,nm6313649	nm5898613
tt9867216	nm0052154	nm1415635,nm0914844,nm1416718
tt9867218	nm3253247	nm3253247,nm1922888
tt9867220	nm0052154	nm4551844,nm0914844,nm1416718
tt9867222	nm0137520	nm0725984,nm0914844,nm1416718
tt9867224	nm0137520	nm3226773,nm0914844,nm1416718
tt9867226	nm0879322	nm1142998
tt9867228	\N	\N
tt9867230	\N	\N
tt9867232	\N	\N
tt9867234	\N	\N
tt9867236	nm10517070	nm10517072
tt9867238	\N	\N
tt9867240	\N	nm10468165
tt9867242	\N	\N
tt9867244	nm0698489	\N
tt9867246	nm0879322	nm1142998
tt9867248	nm3066450	nm3066450
tt9867250	nm4529114	\N
tt9867254	nm8051610	\N
tt9867256	nm0906476	nm1117791,nm2543661,nm0827746,nm0906476,nm3015160
tt9867258	nm0906476	nm4342127,nm1117791,nm2543661,nm0827746,nm0906476,nm3015160
tt9867260	nm0760622	\N
tt9867262	nm3189181	nm1117791,nm2543661,nm0827746,nm0906476,nm3015160
tt9867264	nm0906476	nm3015160,nm1117791,nm2543661,nm0827746,nm0906476
tt9867266	nm3189181	nm5369368,nm1117791,nm2543661,nm0827746,nm0906476
tt9867268	nm3189181	nm0827746,nm1117791,nm2543661,nm0906476
tt9867270	nm3189181	nm5187619,nm1117791,nm2543661,nm0827746,nm0906476
tt9867272	nm0906476	nm2543661,nm1117791,nm0827746,nm0906476
tt9867274	nm0906476	nm1117791,nm2543661,nm0827746,nm0906476
tt9867276	nm0617458	\N
tt9867278	nm1286044	nm1286044,nm0848027
tt9867282	\N	\N
tt9867284	nm2398788	\N
tt9867286	\N	\N
tt9867288	\N	\N
tt9867290	\N	nm1314316
tt9867292	\N	\N
tt9867294	nm4529114	\N
tt9867296	\N	\N
tt9867298	\N	\N
tt9867300	\N	\N
tt9867302	nm0879322	nm1142998
tt9867304	nm0617458	\N
tt9867306	nm0617458	\N
tt9867308	\N	\N
tt9867310	nm0617458	\N
tt9867312	nm0617458	\N
tt9867314	nm0617458	\N
tt9867316	nm0575367	\N
tt9867318	nm0575367	\N
tt9867320	nm0575367	\N
tt9867322	nm0575367	\N
tt9867324	\N	nm10468165
tt9867326	nm0575367	\N
tt9867328	nm0575367	\N
tt9867330	nm3115801	\N
tt9867332	nm3115801	\N
tt9867334	nm3115801	\N
tt9867336	nm10802477	nm10802506,nm4591419,nm8152577,nm10802486,nm5043370
tt9867338	nm3115801	\N
tt9867340	nm10802477	nm10802506,nm10802484,nm4591419,nm8152577,nm5043370
tt9867344	nm10802477	nm10802506,nm4591419,nm8152577,nm10802483,nm5043370
tt9867346	nm9572680	\N
tt9867348	nm8152569	nm10802506,nm4591419,nm8152577,nm10802486,nm5043370
tt9867350	nm4529114	\N
tt9867352	\N	\N
tt9867354	nm3466405	nm2613893,nm0956588
tt9867356	nm9151827	\N
tt9867358	\N	nm10468165
tt9867360	nm8295943,nm8295942	nm8295943
tt9867364	\N	nm10468165
tt9867366	\N	\N
tt9867368	nm0514948	nm5457848
tt9867370	\N	\N
tt9867372	nm4093441	nm4093441,nm4452758
tt9867374	\N	\N
tt9867376	\N	\N
tt9867378	\N	nm0237067,nm1195604
tt9867380	\N	\N
tt9867382	\N	nm10468165
tt9867386	nm4692370,nm3202347	\N
tt9867388	nm7218795,nm6013020,nm4843694	nm10540085,nm9619158
tt9867390	\N	\N
tt9867392	\N	\N
tt9867396	\N	\N
tt9867398	nm9111074	nm9111074
tt9867400	\N	\N
tt9867402	nm4692370,nm3202347	\N
tt9867406	\N	nm10468165
tt9867408	nm5311083	nm4790924,nm9711361
tt9867410	nm4692370,nm3202347	\N
tt9867414	nm4692370,nm3202347	\N
tt9867416	nm4692370,nm3202347	\N
tt9867418	nm2048014,nm7027737	\N
tt9867420	nm4692370,nm3202347	\N
tt9867422	nm1672531,nm3699397	nm10402671,nm10472939,nm10402672
tt9867424	\N	nm10468165
tt9867426	nm4860666,nm4860365	\N
tt9867428	nm1458969	nm4949492
tt9867430	nm5482023	nm8021794,nm9758483,nm1284854
tt9867432	nm5482023	nm8021794,nm9758483,nm1284854
tt9867434	\N	nm10468165
tt9867436	nm0222562	nm2947780,nm7559774
tt9867440	\N	\N
tt9867442	nm1458969	nm9525137
tt9867446	nm3766785	nm1374566
tt9867448	\N	\N
tt9867450	\N	\N
tt9867452	\N	nm10468165
tt9867454	nm3766785	nm1374566
tt9867456	\N	\N
tt9867458	nm4692370	nm4692370
tt9867462	\N	\N
tt9867464	nm0698489	\N
tt9867466	\N	\N
tt9867472	\N	nm10468165
tt9867474	nm3766785	nm9296874
tt9867476	nm1050453	nm2561371,nm3836016,nm2294940,nm1789776,nm3825120,nm1126800
tt9867478	nm2023295,nm9012567	nm8661619
tt9867480	\N	nm0264024,nm4904140
tt9867482	\N	nm10468165
tt9867484	\N	\N
tt9867488	nm10517241	nm8511824
tt9867490	nm3253291	nm3981977
tt9867494	nm7996207	nm7996207
tt9867496	nm1548089,nm3757862	nm3757862,nm7128024,nm5619755,nm2456944
tt9867498	nm1293402	nm4924579
tt9867502	\N	\N
tt9867504	nm10515499	nm10515499
tt9867506	\N	\N
tt9867510	nm1293402	nm1802664
tt9867512	\N	\N
tt9867518	\N	\N
tt9867520	nm0657361	\N
tt9867522	\N	nm10468165
tt9867524	nm8224828	nm8224828
tt9867526	nm1768150	nm2380834,nm0912726,nm1839448
tt9867528	nm1768150	nm2380834,nm0912726,nm1839448
tt9867530	nm1227511,nm0487352,nm1442386	nm1569740,nm4166617,nm1258882,nm2808738,nm1045959,nm5763477,nm1932068,nm2019300,nm1206652,nm2987572,nm1870111,nm2078635,nm2374838,nm4283131,nm6061048,nm4859760,nm4137535,nm10209103,nm13217346
tt9867534	nm8796534	nm8796534
tt9867536	nm3469867	\N
tt9867538	\N	\N
tt9867540	\N	\N
tt9867542	\N	nm10468165
tt9867544	nm10517305	nm10517305,nm1922888
tt9867546	\N	\N
tt9867548	\N	\N
tt9867552	\N	\N
tt9867554	\N	\N
tt9867556	\N	\N
tt9867558	\N	\N
tt9867560	nm0773567	\N
tt9867562	\N	\N
tt9867568	nm2163736	nm2166814
tt9867572	\N	\N
tt9867574	\N	\N
tt9867576	\N	\N
tt9867578	nm2163736	nm2166814
tt9867580	\N	\N
tt9867582	\N	nm10468165
tt9867586	\N	\N
tt9867588	nm10515986	nm10517332,nm10515986,nm10517335
tt9867590	\N	\N
tt9867592	\N	\N
tt9867594	\N	\N
tt9867596	\N	\N
tt9867600	\N	\N
tt9867602	nm2163736	nm2166814
tt9867604	nm1941705	nm5959419,nm6163037
tt9867606	nm6665719	nm9687021,nm6665719
tt9867608	nm2163736	nm2163736
tt9867612	\N	\N
tt9867614	nm1202249,nm0239259,nm0619599	nm0844327,nm1804726,nm2808738,nm0034201,nm0182911,nm10318839,nm1309631
tt9867616	nm1407803	nm4376827,nm1407803
tt9867618	nm10399910	\N
tt9867620	nm5679640	nm5679640
tt9867622	nm1823244	\N
tt9867624	\N	\N
tt9867626	nm2163736	nm2163736,nm2166814
tt9867628	nm1056059	nm11249787
tt9867632	\N	\N
tt9867636	\N	\N
tt9867638	\N	\N
tt9867640	\N	\N
tt9867642	\N	\N
tt9867644	\N	\N
tt9867646	\N	\N
tt9867648	\N	\N
tt9867650	nm5962999	nm5962999
tt9867652	\N	nm1134367
tt9867654	\N	nm1134367
tt9867656	\N	nm1134367
tt9867658	\N	nm1134367
tt9867660	\N	nm1064632
tt9867662	nm0920525	nm0796950,nm0795975,nm0290130,nm1133966,nm8888905
tt9867668	nm5649495	nm5649495
tt9867670	\N	\N
tt9867672	\N	\N
tt9867674	nm2415994	\N
tt9867676	\N	nm12504178,nm2677904
tt9867678	\N	\N
tt9867682	\N	\N
tt9867684	\N	\N
tt9867686	nm2801867	nm1833523,nm8792480,nm8792481,nm2801867
tt9867688	\N	\N
tt9867690	\N	\N
tt9867692	\N	\N
tt9867694	\N	\N
tt9867696	\N	nm1752574
tt9867698	\N	nm1350566
tt9867700	nm5109911,nm7091476	nm5109911
tt9867702	nm5678133	nm5678133
tt9867704	nm10517405	\N
tt9867706	\N	\N
tt9867708	nm8128391	nm8128396,nm10517221,nm5169884
tt9867710	\N	\N
tt9867712	\N	\N
tt9867714	nm1392697	nm1392697
tt9867716	\N	\N
tt9867718	\N	\N
tt9867720	nm0015846	nm3643860,nm4486392,nm3716161,nm2691201,nm2702814
tt9867722	nm10517419	nm10517419
tt9867724	nm5517911	\N
tt9867726	nm2163736	nm2163736,nm2166814
tt9867728	nm10517426	\N
tt9867730	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9867732	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9867734	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9867736	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9867738	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9867740	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9867742	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9867744	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9867746	nm4569266	nm4569266
tt9867748	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9867750	nm10516532	nm10516532
tt9867752	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9867754	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9867756	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9867758	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9867760	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9867762	nm2216409	nm12329260,nm5657263,nm11304881,nm4378526
tt9867764	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9867766	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9867768	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9867770	\N	nm10721054,nm4609068,nm4614038,nm12654247,nm0474875,nm3996936,nm2761502,nm6945450
tt9867772	\N	nm10517435
